,ID,emb_2d_0,emb_2d_1,topic_id,topic_simil_score,keywords,kwrds_score,is_anomaly
1446,10.1016/j.aim.2022.108329,11.417422,0.47026056,-1,0.639025,"moduli space,witten invariant","0.5057963,0.41185546",True
1447,10.1016/j.aim.2022.108316,9.600067,1.9976025,-1,0.49545926,"dirichlet functions,dirichlet","0.41974688,0.3631878",True
1448,10.1016/j.aim.2022.108320,10.781266,0.7848837,31,0.72535336,"projective variety,smooth projective","0.4819007,0.46673757",False
1449,10.1016/j.aim.2022.108324,10.144806,-0.37899196,-1,0.60030675,"projective variety,affine algebra","0.38510236,0.3740664",True
1450,10.1016/j.aim.2022.108283,10.184288,0.07018043,40,0.68871677,"affine algebra,rinehart algebra","0.44329035,0.43156093",False
1451,10.1016/j.aim.2022.108318,9.086948,3.100083,30,0.6868369,"central limit,convergence theorem","0.4525656,0.37003344",False
1452,10.1016/j.aim.2022.108309,9.191562,1.184757,29,0.5505485,"eisenstein series,symplectic","0.38892102,0.36049145",False
1453,10.1016/j.aim.2022.108315,11.030214,1.9892657,34,0.6750256,"hyperbolic space,ergodic","0.48950076,0.44770178",False
1454,10.1016/j.aim.2022.108310,10.3127775,-0.3434659,-1,0.6055598,"hopf algebra,quantization","0.63243365,0.5131885",True
1455,10.1016/j.aim.2022.108312,11.502331,2.3033507,32,0.5543777,"pseudodifferential operator,conformal symmetry","0.5561314,0.49350595",False
1456,10.1016/j.aim.2022.108250,9.59514,-0.036967404,-1,0.6611146,"algebraic structure,algebraically closed","0.42633379,0.3941202",True
1457,10.1016/j.aim.2022.108314,10.290843,2.5620587,36,0.615285,"integral operator,toeplitz operator","0.467134,0.41064137",False
1458,10.1016/j.aim.2022.108296,9.60126,-0.74596906,41,0.76212656,"projective module,abelian category","0.4829939,0.48249704",False
1459,10.1016/j.aim.2022.108263,10.597078,4.5242205,-1,0.5490243,"variational inequality,boundary conditionsin","0.55468553,0.51746064",True
1460,10.1016/j.aim.2022.108288,8.239672,2.1833122,-1,0.5599257,"probabilistic,large deviation","0.34763014,0.34201583",True
1461,10.1016/j.aim.2022.108280,10.896016,0.7033482,31,0.6869481,"sheaf,projective variety","0.48478192,0.4512117",False
1462,10.1016/j.aim.2022.108290,11.865694,5.0888987,65,0.5309125,"topological entropy,multiphase flow","0.40466863,0.3804402",False
1463,10.1016/j.aim.2022.108249,10.8770275,0.73112625,31,0.63513803,"moduli space,invariant under","0.4203333,0.3763373",False
1464,10.1016/j.rinam.2022.100258,10.759661,5.9841943,73,0.7443714,"fractional differential,fractional derivative","0.490961,0.4666249",False
1465,10.1016/j.jvb.2022.103718,2.6192772,7.156367,4,0.5658252,"science education,academic performance","0.45067212,0.3812275",False
1466,10.1007/s13171-021-00248-1,6.2419844,4.1633687,12,0.6756362,"connectivity index,complex network","0.38483718,0.35176557",False
1467,10.1016/j.padiff.2022.100340,10.843413,9.489081,-1,0.60901546,"heat transport,viscous dissipation","0.4841501,0.45963964",True
1468,10.1016/j.rser.2022.112337,7.2488055,7.3789525,-1,0.39593187,"solar,solar cell","0.37585723,0.35894048",True
1469,10.1016/j.jsp.2021.12.001,2.582749,7.8231373,-1,0.6257793,"self efficacy,teacher preparation","0.4201916,0.41365904",True
1470,10.1016/j.cjph.2021.08.022,12.862241,5.1108685,53,0.6566448,"boussinesq equation,fractional schrodinger","0.50600797,0.50517404",False
1471,10.1016/j.jmps.2022.104839,9.269747,9.010828,87,0.42350432,"particle physic,crack propagation","0.29506817,0.28222233",False
1472,10.1016/j.actamat.2022.117843,9.280407,9.918248,84,0.61775666,"al alloy,alloy","0.39604038,0.38065642",False
1473,10.1016/j.jnucmat.2022.153673,9.304297,9.881509,84,0.5374826,"solid phase,alloy","0.3713766,0.3666045",False
1474,10.1145/3470653,2.6443245,7.207279,4,0.5293617,"college student,student perception","0.46942264,0.41894406",False
1475,10.1007/s43670-022-00020-y,8.104694,6.378486,-1,0.41091275,"error bound,approximation","0.48168978,0.3760316",True
1476,10.1145/3471572,2.6661668,7.1613607,4,0.47777566,"gender gap,computer science","0.47252297,0.45160103",False
1477,10.1145/3471574,2.4873645,7.379965,4,0.63102376,"student thinking,cognitive skill","0.451272,0.44564882",False
1478,10.1016/j.ejrh.2022.101063,7.3202605,7.8263903,52,0.5884756,"precipitation,climate change","0.47366023,0.4203257",False
1479,10.1016/j.padiff.2022.100338,12.638458,4.3773985,53,0.5415863,"integro differential,darboux transformation","0.40549883,0.38208118",False
1480,10.1145/3485062,1.5318311,7.5294228,-1,0.5589584,"mathematics learn,mathematics education","0.5163423,0.51565987",True
1481,10.1007/s12043-022-02313-2,12.807533,5.112735,53,0.6937535,"wave solution,traveling wave","0.5512269,0.53338945",False
1482,10.1016/j.jlumin.2022.118868,9.067698,10.426238,-1,0.5832858,"boussinesq equation,glass","0.32771575,0.27003154",True
1483,10.1016/j.jmathb.2022.100952,1.332445,8.0383215,8,0.67660964,"mathematics classroom,mathematics education","0.49822152,0.49030393",False
1484,10.1007/s40710-022-00561-3,8.061174,9.709393,67,0.5758643,"wastewater treatment,wastewater","0.47948045,0.45229417",False
1485,10.1016/j.mechrescom.2022.103879,9.637721,8.775442,87,0.55636543,"coarse grained,grain boundary","0.4424873,0.4337494",False
1486,10.1016/j.coastaleng.2022.104121,8.656932,7.718207,-1,0.3716256,"water wave,shallow water","0.50829965,0.43963215",True
1487,10.1016/j.sste.2022.100496,5.3298006,8.333748,19,0.5841585,"incidence rate,covid outbreak","0.37250727,0.37140393",False
1488,10.1016/j.difgeo.2022.101884,11.671727,1.9454231,32,0.65238655,"ricci curvature,ricci soliton","0.6326111,0.603372",False
1489,10.1016/j.jmps.2022.104849,9.779494,8.03512,83,0.6955823,"topology optimization,shape optimization","0.39652646,0.36604047",False
1490,10.1016/j.plantsci.2022.111275,6.9297986,8.6834345,16,0.43984175,"protein,gene regulatory","0.32183146,0.31252855",False
1491,10.1016/j.jmathb.2022.100950,1.8289105,7.3899174,9,0.66484207,"academic achievement,pedagogical","0.5030143,0.49823204",False
1492,10.1016/j.actamat.2022.117852,8.870291,10.48679,85,0.61345774,"structural electronic,excitation","0.24684182,0.23700249",False
1493,10.1016/j.geomphys.2022.104509,10.577005,0.69234324,31,0.5011501,"line bundle,lie group","0.44487423,0.43689245",False
1494,10.1016/j.engappai.2022.104832,5.8630066,5.5786595,-1,0.5461243,"criteria decision,decision support","0.44641945,0.44465464",True
1495,10.1016/j.econedurev.2022.102258,2.3189223,7.6493993,4,0.5361204,"primary education,academic achievement","0.32074845,0.32025465",False
1496,10.1016/j.ins.2022.03.061,5.9431686,5.1517425,69,0.6290456,"fuzzy set,fuzzy number","0.5698709,0.5585257",False
1497,10.1016/j.difgeo.2022.101883,11.670345,1.933392,32,0.62560296,"riemannian manifold,scalar curvature","0.5099367,0.45733234",False
1498,10.1016/j.physd.2022.133254,11.680191,4.0644255,57,0.66546327,"helmholtz equation,soliton solution","0.4140088,0.3900162",False
1499,10.1016/j.geomphys.2022.104515,13.073718,4.8494797,53,0.7078476,"soliton solution,ricci soliton","0.5510814,0.49757713",False
1500,10.1016/j.jfineco.2022.02.003,5.3929014,6.1594415,33,0.5621642,"low bound,error bound","0.44067568,0.4229595",False
1501,10.1016/j.cjph.2022.03.023,8.525189,3.3414612,-1,0.38726288,"magnetization,higher spin","0.39824605,0.39672667",True
1502,10.1016/j.landusepol.2022.106118,7.1247897,7.840761,-1,0.5179579,"land,vegetation index","0.34278697,0.28977054",True
1503,10.1007/s13347-022-00500-y,4.7985706,6.613909,-1,0.3401354,"bias,artificial intelligence","0.45275557,0.41461682",True
1504,10.1016/j.jat.2022.105738,9.753902,2.8806112,36,0.524982,"approximation,asymptotic behavior","0.47375268,0.35905296",False
1505,10.1016/j.enganabound.2022.03.012,10.819128,9.810063,75,0.71651304,"nanofluid flow,convection diffusion","0.43055433,0.42961982",False
1506,10.1016/j.padiff.2022.100316,13.002088,4.716242,53,0.724968,"soliton solution,kdv equation","0.5693126,0.51200414",False
1507,10.1145/3494579,1.481815,7.599349,-1,0.72660863,"computational thinking,student thinking","0.5550067,0.49760053",True
1508,10.1016/j.jece.2022.107483,8.349178,9.431161,-1,0.53625435,"adsorption,gas sensor","0.3997026,0.28620654",True
1509,10.1115/1.4053561,10.166681,5.722922,-1,0.47997802,"delay differential,feedback stabilization","0.44904053,0.35826635",True
1510,10.1016/j.jaesx.2022.100091,7.634069,8.4935465,13,0.6271768,"time decay,carbon emission","0.3286693,0.32090372",False
1511,10.1061/AJRUA6.0001229,9.430051,4.179314,25,0.51996696,"nonlinear evolution,stochastic differential","0.37291008,0.34313986",False
1512,10.1016/j.jsp.2022.03.003,1.9794874,7.9474554,4,0.53586376,"formative assessment,assessment","0.50293916,0.43673345",False
1513,10.1016/j.jmp.2021.102640,5.2275624,5.0330596,56,0.68967193,"cooperation,game theoretic","0.51875734,0.4055792",False
1514,10.1016/j.ecolmodel.2022.109942,6.301352,9.290328,21,0.6601013,"hopf bifurcation,bifurcation","0.4822049,0.42967206",False
1515,10.1016/j.enganabound.2022.03.022,10.803982,9.802384,75,0.6570438,"nanofluid flow,turbulent flow","0.59649765,0.5140726",False
1516,10.1061/(ASCE)IR.1943-4774.0001681,7.493439,7.655566,52,0.54449093,"reliability analysis,numerical simulation","0.32529032,0.3210289",False
1517,10.1016/j.cie.2022.108120,6.397923,4.943518,70,0.4347087,"scheduling,algorithmic","0.4044356,0.35256773",False
1518,10.1016/j.rinam.2022.100256,7.564543,6.041554,77,0.57921326,"regularization,regularization parameter","0.5890405,0.55305296",False
1519,10.1016/j.physd.2022.133216,10.597762,4.167227,-1,0.5418455,"spin orbit,periodic orbit","0.44506598,0.38579255",True
1520,10.1016/j.physd.2022.133228,10.725799,-0.04932527,-1,0.5956738,"algebraic structure,hopf algebra","0.41279483,0.39761797",True
1521,10.1016/j.petrol.2022.110369,7.4099684,7.169352,60,0.69315755,"learning ml,data driven","0.35834524,0.33274895",False
1522,10.1016/j.geomphys.2022.104511,12.461055,0.9140145,5,0.5420354,"scalar curvature,curvature","0.49727458,0.47391403",False
1523,10.1016/j.jmathb.2022.100951,1.1270332,7.906213,8,0.71135855,"algebraic thinking,student thinking","0.5482068,0.5034865",False
1524,10.1016/j.geomphys.2022.104513,9.237419,2.1271312,-1,0.48261324,"singularity,axial","0.43098018,0.4116069",True
1525,10.1016/j.cjph.2021.06.020,6.313366,9.302813,21,0.63817453,"epidemic model,chaotic system","0.46062577,0.43497846",False
1526,10.1016/j.actpsy.2022.103560,2.0599332,8.3403845,3,0.68930554,"spatial skill,perception","0.45994043,0.4061564",False
1527,10.1061/JPEODX.0000365,7.445509,7.301073,-1,0.34488094,"air quality,engineering application","0.31145757,0.26545084",True
1528,10.1016/j.engappai.2022.104838,5.828063,5.37622,69,0.61871314,"intuitionistic fuzzy,fuzzy logic","0.4684157,0.44409114",False
1529,10.1016/j.physd.2022.133220,8.749079,2.5876114,29,0.57841635,"jacobian matrix,jacobi elliptic","0.36183783,0.35216036",False
1530,10.1016/j.ins.2022.03.050,5.885206,1.6082343,23,0.5453181,"chromatic number,graphs","0.49035847,0.4876556",False
1531,10.1016/j.jwpe.2022.102740,8.167841,9.644674,67,0.41421616,"wastewater treatment,wastewater","0.46987838,0.44241437",False
1532,10.1016/j.enganabound.2022.03.008,9.933421,7.382655,79,0.60718906,"meshless method,adaptive mesh","0.44563958,0.37212592",False
1533,10.1115/1.4052141,9.244011,9.306878,87,0.401271,"cavitation,shock wave","0.5135709,0.39629692",False
1534,10.1016/j.enganabound.2022.03.016,10.229767,7.796373,-1,0.58720684,"galerkin method,numerical simulation","0.37689424,0.37373188",True
1535,10.1016/j.geomphys.2022.104512,11.543004,5.7925606,-1,0.5741384,"fractional differential,fractional advection","0.4477803,0.41239476",True
1536,10.1016/j.geomphys.2022.104507,12.961421,4.941243,53,0.6680615,"wave solution,solitary wave","0.49645057,0.4480969",False
1537,10.1016/j.physd.2022.133230,13.325659,5.1112347,53,0.463179,"nonlinear schrodinger,nonlinear optic","0.45208097,0.4241361",False
1538,10.1016/j.jece.2022.107442,8.01878,9.583414,67,0.63252234,"wastewater treatment,wastewater","0.5939846,0.5183121",False
1539,10.1016/j.ijar.2022.03.007,6.7880282,6.6266117,76,0.4340717,"uncertainty quantification,probabilistic","0.444411,0.43590787",False
1540,10.1016/j.neunet.2022.02.029,7.2556696,5.9035363,-1,0.4685293,"reinforcement learn,deep understanding","0.4389556,0.4234931",True
1541,10.1016/j.csfx.2022.100073,6.2736826,9.299551,21,0.66827583,"bifurcation diagram,bifurcation","0.45287204,0.44978285",False
1542,10.1016/j.physd.2022.133224,11.679818,5.239803,-1,0.42941672,"mixing,laminar flow","0.43204567,0.42836356",True
1543,10.1016/j.desal.2022.115689,8.125165,9.4529915,67,0.60269105,"wastewater treatment,wastewater","0.504342,0.4447819",False
1544,10.1016/j.ijplas.2022.103271,9.437886,9.671128,84,0.643443,"entropy alloy,crystal plasticity","0.3836209,0.35130915",False
1545,10.1016/j.techfore.2022.121636,4.4774523,6.577897,10,0.35995698,"innovation,ai","0.5061015,0.43216535",False
1546,10.1016/j.coldregions.2022.103539,8.379089,8.143552,-1,0.46176788,"tunnel,temperature distribution","0.39809236,0.38462457",True
1547,10.1016/j.jssc.2022.123088,8.950918,10.327427,85,0.5999485,"thermal conductivity,heat conduction","0.44518834,0.36982465",False
1548,10.1016/j.padiff.2022.100332,10.834979,9.767511,75,0.7661416,"nanofluid flow,unsteady flow","0.64590794,0.4858361",False
1549,10.1016/j.ecoleng.2022.106621,8.630534,8.427586,-1,0.5344575,"shear stress,root mean","0.4474004,0.4197446",True
1550,10.1115/1.4053093,10.296919,9.1252,-1,0.54744446,"bearing,viscous fluid","0.39891866,0.39776206",True
1551,10.1016/j.padiff.2022.100334,13.31863,5.085077,53,0.5772883,"nonlinear optic,optical soliton","0.5366031,0.48435462",False
1552,10.1016/j.physd.2022.133212,12.393384,4.26571,-1,0.53391725,"integrability,chaotic system","0.44649723,0.42114577",True
1553,10.1016/j.addma.2022.102776,9.346171,9.586224,84,0.5611612,"al alloy,crack propagation","0.41595936,0.4021693",False
1554,10.1016/j.micron.2022.103244,9.555726,9.641912,-1,0.37174734,"electron microscopy,thermal radiation","0.46307975,0.37204552",True
1555,10.1016/j.geomphys.2022.104494,11.835646,1.7348146,-1,0.550861,"flag manifold,einstein metric","0.5996401,0.49545568",True
1556,10.1016/j.pmatsci.2022.100941,9.391748,10.170407,-1,0.5755411,"metallic glass,plastic deformation","0.527739,0.34925884",True
1557,10.1016/j.enganabound.2022.02.019,8.745368,5.3673377,-1,0.68568265,"tensor decomposition,tikhonov regularization","0.5580326,0.4565008",True
1558,10.22049/CCO.2021.27254.1221,6.649072,2.6568315,-1,0.5320933,"connectivity index,adjacency matrix","0.46178412,0.46141756",True
1559,10.22049/CCO.2021.27063.1189,6.2824187,1.9642819,27,0.69173515,"graphs,free graph","0.44523537,0.41627783",False
1560,10.22049/CCO.2021.27350.1242,6.3342147,1.6417967,27,0.79700434,"domination number,graphs","0.48924446,0.45444256",False
1561,10.1016/j.ijar.2021.12.012,6.3373423,5.992957,-1,0.42733487,"datasets,data set","0.35797927,0.34876442",True
1562,10.1007/s12044-022-00661-y,9.897449,1.0053532,-1,0.59422827,"measure,structure preserving","0.37646988,0.36006033",True
1563,10.1016/j.padiff.2022.100336,11.975314,5.621764,65,0.59112394,"euler equation,helmholtz equation","0.4461447,0.43915296",False
1564,10.1016/j.rser.2022.112364,7.290468,7.1823654,60,0.6696793,"forecasting,forecast","0.45218444,0.44395778",False
1565,10.1016/j.shpsa.2022.02.006,2.092592,7.2940803,-1,0.29439354,"meta analysis,review and meta","0.56011915,0.48070806",True
1566,10.1016/j.jmp.2022.102655,6.8372025,3.3672104,-1,0.25611952,"trace,analyze","0.3052411,0.29217803",True
1567,10.1016/j.geomphys.2022.104510,11.713745,1.8343029,32,0.6525274,"riemannian manifold,warped product","0.58799195,0.5490124",False
1568,10.1016/j.jmathb.2022.100948,1.1691473,7.7934203,8,0.6899662,"mathematical creativity,mathematics education","0.546534,0.520845",False
1569,10.1016/j.cjph.2021.07.014,10.70786,9.009588,-1,0.59783924,"fluid flow,viscoelastic fluid","0.46613684,0.4599194",True
1570,10.1016/j.geomphys.2022.104501,10.420147,-0.20152053,40,0.69098926,"rinehart algebra,lie algebra","0.6054261,0.5121405",False
1571,10.1007/s12044-022-00662-x,9.126887,3.2463617,30,0.6200205,"central limit,almost surely","0.49013758,0.34180337",False
1572,10.1016/j.addma.2022.102743,9.290313,9.271058,87,0.31367564,"additive manufacturing,surface tension","0.31877387,0.31077188",False
1573,10.1007/s00025-022-01633-4,11.569435,1.8808093,32,0.7277887,"curved surface,riemann surface","0.54028654,0.5277292",False
1574,10.1016/j.aam.2022.102342,9.035433,2.2722626,-1,0.44469166,"convex polygon,polygon","0.63667357,0.5155062",True
1575,10.22049/CCO.2021.27234.1217,6.6807175,2.5808418,-1,0.58482313,"wiener index,connectivity index","0.6074122,0.50994706",True
1576,10.1016/j.tafmec.2022.103271,9.665569,8.477119,-1,0.57373947,"linear elastic,stress tensor","0.42873228,0.38616073",True
1577,10.22049/CCO.2021.26990.1176,7.026633,1.2444075,15,0.6020888,"maximal ideal,commutative ring","0.4579384,0.4301082",False
1578,10.1016/j.cjph.2021.08.006,13.389948,0.91263515,5,0.535332,"cosmological constant,cosmological","0.474065,0.4115288",False
1579,10.1016/j.petrol.2022.110415,7.7915564,8.56226,-1,0.55073047,"sediment,reservoir","0.3305714,0.2995183",True
1580,10.1007/s12044-022-00658-7,9.5177555,-0.29584333,41,0.58308065,"polynomial ring,affine algebra","0.5639991,0.44476408",False
1581,10.1016/j.difgeo.2022.101869,11.748832,1.8605264,32,0.6597514,"ricci curvature,spherically symmetric","0.4913594,0.47046018",False
1582,10.1016/j.petrol.2022.110353,10.681769,9.939536,75,0.5834539,"hybrid nanofluids,hybrid nanofluid","0.43223712,0.42776808",False
1583,10.22049/CCO.2021.27092.1194,6.372548,1.5850395,-1,0.77951634,"regular graph,graphs","0.48830652,0.43790936",True
1584,10.1007/s12044-022-00671-w,8.930278,0.67687196,-1,0.60703737,"elementary abelian,abelian group","0.37413833,0.3319866",True
1585,10.1016/j.jmps.2022.104860,9.291907,9.32206,87,0.52381873,"film thickness,elastic plastic","0.39118665,0.34450185",False
1586,10.1016/j.jmathb.2022.100949,1.6206726,7.751367,8,0.6500615,"regulated learning,mathematics learn","0.64140934,0.56169045",False
1587,10.1007/s00373-022-02473-3,6.03828,1.8611768,-1,0.6213317,"planar graph,free graph","0.5592306,0.47657466",True
1588,10.1007/s40993-022-00324-x,8.551311,1.8066664,29,0.6068714,"quadratic form,eisenstein series","0.3767376,0.35743678",False
1589,10.1016/j.triboint.2022.107519,8.926996,8.855066,-1,0.4006766,"friction coefficient,frictional contact","0.5433364,0.4785679",True
1590,10.1007/s00025-022-01629-0,10.697362,5.4431233,-1,0.76353204,"fractional derivative,fractional differential","0.5710355,0.56511354",True
1591,10.1007/s12346-022-00580-3,10.02491,-0.23713726,40,0.57009995,"cohomology,graded polynomial","0.4775892,0.4109689",False
1592,10.1016/j.apm.2022.02.017,8.994799,8.057205,-1,0.6136496,"stiffness matrix,contact stiffness","0.39505374,0.37210396",True
1593,10.1007/s40818-022-00118-5,11.589241,4.525336,-1,0.6234263,"singularly perturbed,singularly perturb","0.5335641,0.49331915",True
1594,10.1007/s40687-022-00314-6,11.614823,4.3665137,-1,0.59648985,"uniqueness of solution,weak solution","0.5276355,0.5134456",True
1595,10.1007/s41062-021-00733-4,9.518095,9.153766,87,0.5108661,"shape memory,electrical steel","0.34092754,0.3131476",False
1596,10.1016/j.cjph.2022.02.010,12.224419,5.770938,-1,0.4757269,"plasma physic,boltzmann equation","0.5023575,0.4256023",True
1597,10.1016/j.icarus.2022.114905,7.9875846,8.349454,-1,0.41682166,"decay rate,collision","0.33364516,0.30377817",True
1598,10.1007/s13370-022-00970-5,10.760837,5.3592963,72,0.7762024,"fractional differential,fractional derivative","0.50804067,0.50305104",False
1599,10.1016/j.apm.2022.01.019,8.583729,9.425335,63,0.68434966,"combustion,flame","0.4404603,0.41466546",False
1600,10.1007/s00025-022-01631-6,11.425297,4.0872536,57,0.74975395,"laplacian operator,boundary condition","0.5044945,0.4825741",False
1601,10.1016/j.jaridenv.2022.104748,7.336957,7.7524624,52,0.6727093,"vegetation index,vegetation pattern","0.627792,0.4736854",False
1602,10.1007/s12044-022-00660-z,9.102854,0.51035416,43,0.6626494,"galois group,galois extension","0.49292505,0.4357462",False
1603,10.1007/s00025-022-01635-2,8.5042515,1.8409497,29,0.44209754,"supersymmetry,supersymmetric","0.43913457,0.4158902",False
1604,10.1016/j.ndteint.2022.102630,9.34887,8.961956,87,0.47383314,"crack propagation,heat conduction","0.44942886,0.3173753",False
1605,10.1016/j.physd.2022.133200,12.760645,5.0429683,53,0.5887032,"solitary wave,water wave","0.559161,0.5211355",False
1606,10.1016/j.ins.2022.03.017,5.9343657,4.380689,-1,0.37032357,"matching,perfect matchings","0.46112475,0.44844145",True
1607,10.1016/j.chemosphere.2022.134074,8.209414,9.886211,-1,0.52092415,"wastewater treatment,wastewater","0.46971205,0.39373523",True
1608,10.1007/s13370-022-00969-y,9.735613,1.3021457,35,0.6336812,"banach algebra,unital algebra","0.5960252,0.4257238",False
1609,10.1016/j.cjph.2022.03.015,10.9294615,9.718894,-1,0.62010545,"heat transport,viscosity","0.4568811,0.4366731",True
1610,10.1016/j.actatropica.2022.106411,5.758332,8.240357,-1,0.2914049,"prevalence,statistically significant","0.302403,0.25602323",True
1611,10.1016/j.geomphys.2022.104505,11.680521,1.8878871,32,0.6653532,"riemannian manifold,ricci curvature","0.58903766,0.54336053",False
1612,10.1016/j.econmod.2022.105823,5.2349825,5.942983,33,0.69786686,"investment,portfolio","0.41608915,0.4119355",False
1613,10.1016/j.ins.2022.03.052,5.330818,4.95468,56,0.554407,"game theory,uncertainty","0.49167436,0.45053944",False
1614,10.1016/j.neuroimage.2022.119042,2.362078,8.217521,-1,0.4896791,"brain activation,cognitive ability","0.4536665,0.4530701",True
1615,10.1016/j.jhydrol.2022.127737,7.0941358,7.6517706,52,0.5584012,"water resource,drought","0.3983426,0.37821442",False
1616,10.1016/j.jmatprotec.2022.117560,9.07152,9.496935,-1,0.3326738,"diamond,carbon emission","0.38141972,0.2920193",True
1617,10.1016/j.geomphys.2022.104506,11.715361,1.980351,32,0.591959,"ricci soliton,ricci curvature","0.7043795,0.6103221",False
1618,10.1016/j.compositesa.2022.106924,9.419782,9.219751,87,0.53347296,"additive manufacturing,fiber reinforced","0.37177053,0.3717397",False
1619,10.1016/j.rser.2022.112297,6.301198,6.0644646,-1,0.42666125,"water resource,energy consumption","0.4711184,0.38296333",True
1620,10.1016/j.seppur.2022.120846,8.675195,9.108919,63,0.52443063,"porosity,pore size","0.44435602,0.40063366",False
1621,10.1016/j.physd.2022.133214,8.906862,2.4899971,29,0.51564693,"orthogonal polynomial,lattice","0.52133596,0.43906087",False
1622,10.1016/j.commatsci.2022.111348,9.799681,8.147466,-1,0.5931247,"plastic deformation,elastic plastic","0.40359315,0.35408866",True
1623,10.1016/j.ecolmodel.2022.109951,6.6136394,8.724785,-1,0.4400424,"biological,basic reproduction","0.33360767,0.32127208",True
1624,10.1016/j.geomphys.2022.104499,10.806112,-0.41760784,-1,0.4349609,"elliptic equation,jacobi elliptic","0.52762,0.48974",True
1625,10.1016/j.physd.2022.133226,11.364127,8.109395,54,0.6820494,"hydrodynamics,navier stokes","0.4258458,0.3950978",False
1626,10.1016/j.scriptamat.2022.114660,9.02155,10.053978,-1,0.38912922,"oxidation,metal oxide","0.34237802,0.2532141",True
1627,10.1016/j.chemphys.2022.111505,8.348129,10.046787,68,0.6616557,"carbon nanotube,adsorption","0.48196822,0.25605822",False
1628,10.1016/j.seppur.2022.120835,8.073058,9.489227,67,0.5918861,"wastewater treatment,extraction","0.32548583,0.3219486",False
1629,10.1016/j.enganabound.2022.03.003,10.208425,7.232023,82,0.7424708,"meshless method,galerkin method","0.5753079,0.47521856",False
1630,10.1016/j.jmathb.2022.100947,1.2506804,7.804705,8,0.7511768,"mathematics classroom,mathematics teach","0.6174447,0.56554323",False
1631,10.1016/j.compstruct.2022.115396,9.569511,8.270894,86,0.615628,"composite laminate,piezoelectric","0.4378038,0.38877577",False
1632,10.1016/j.padiff.2022.100328,13.264136,4.9902196,53,0.6992732,"optical soliton,soliton solution","0.56695944,0.5525147",False
1633,10.1016/j.sna.2022.113491,9.09275,9.216325,-1,0.24217,"current,strain rate","0.2967978,0.28487062",True
1634,10.1016/j.idm.2022.03.001,5.2298794,8.278593,19,0.7144867,"infection rate,epidemic model","0.5287757,0.47686642",False
1635,10.1016/j.physd.2022.133206,11.777193,1.1381319,-1,0.3754313,"lagrangian,euler lagrange","0.57740057,0.45149675",True
1636,10.1016/j.padiff.2022.100330,12.655957,4.745296,53,0.5194341,"hydrodynamics,hydrodynamic","0.427755,0.42760113",False
1637,10.1016/j.ijnonlinmec.2022.103992,9.2546835,7.652442,-1,0.46765712,"dynamics,free vibration","0.4831253,0.45290583",True
1638,10.3934/mcrf.2021024,10.054535,4.9569397,-1,0.5589428,"controllability,approximate controllability","0.61040306,0.60066813",True
1639,10.1016/j.jup.2022.101370,5.998298,5.751998,-1,0.35014802,"efficiency,demonstrate the efficiency","0.38396943,0.3487731",True
1640,10.1016/j.tate.2022.103694,1.9388272,7.656897,-1,0.3484146,"teacher education,educator","0.42627275,0.3917789",True
1641,10.1007/s10441-022-09436-4,6.775153,9.064589,-1,0.6201072,"reaction diffusion,diffusion equation","0.66328955,0.63904685",True
1642,10.3934/mcrf.2021022,10.269853,5.043089,-1,0.48160037,"optimal control,approximate controllability","0.50583094,0.45379752",True
1643,10.1016/j.jfa.2022.109449,10.595864,1.3449539,-1,0.5836755,"riemann surface,signless laplacian","0.4629923,0.42258617",True
1644,10.1016/j.yrtph.2022.105154,6.0783587,8.296778,17,0.21186726,"basis function,gene regulatory","0.19167005,0.16290075",False
1645,10.1016/j.geomphys.2022.104496,11.409819,2.3408737,32,0.6185099,"riemannian manifold,manifold","0.58589125,0.5025705",False
1646,10.1016/j.geomphys.2022.104497,12.215933,1.6904098,5,0.57232773,"thermodynamic,hamiltonian system","0.42485362,0.37832117",False
1647,10.1016/j.physd.2022.133210,10.925566,4.6625905,-1,0.6332208,"bifurcation,bifurcation diagram","0.5428073,0.5078771",True
1648,10.1016/j.ijnonlinmec.2022.104000,9.162544,7.7327547,-1,0.57517004,"feedback stabilization,induced vibration","0.42183977,0.4201423",True
1649,10.1016/j.addma.2022.102762,9.3567,9.697761,84,0.5568088,"al alloy,crack propagation","0.40470833,0.34548226",False
1650,10.1016/j.padiff.2022.100318,10.809647,9.799945,75,0.8001365,"nanofluid flow,heat transport","0.56089187,0.45942077",False
1651,10.3934/mcrf.2021031,8.975578,4.3966036,-1,0.446576,"optimal control,optimality condition","0.5623456,0.50437737",True
1652,10.1016/j.aam.2022.102339,10.61192,2.9432683,-1,0.51556814,"minkowski space,minkowski","0.4781169,0.4118415",True
1653,10.1016/j.cjph.2022.02.008,6.30416,4.0615563,12,0.6845931,"connectivity index,network topology","0.44967997,0.44374767",False
1654,10.3934/mcrf.2021029,10.0137205,5.231968,-1,0.4565824,"approximate controllability,controllability","0.44637972,0.4437204",True
1655,10.1016/j.peptides.2022.170775,6.192131,8.209306,17,0.33439302,"circulation loss,protein","0.25045863,0.22798745",False
1656,10.1016/j.padiff.2022.100324,13.051533,4.8118496,53,0.5949853,"wave solution,hydrodynamics","0.40613148,0.38065016",False
